abstract_key,PMID,Title,Dataset,sentence_id,rhetorical_role,positional_tertile,positional_quintile,length_matched_template_role
Review::39248301::The impact of systemic and topical antimicrobial therapy combined with non-surgical periodontal therapy: A meta-analysis.,39248301,The impact of systemic and topical antimicrobial therapy combined with non-surgical periodontal therapy: A meta-analysis.,Review,2,Aim,T1,B1,Background
Review::39248301::The impact of systemic and topical antimicrobial therapy combined with non-surgical periodontal therapy: A meta-analysis.,39248301,The impact of systemic and topical antimicrobial therapy combined with non-surgical periodontal therapy: A meta-analysis.,Review,3,Aim,T1,B2,Aim
Review::39248301::The impact of systemic and topical antimicrobial therapy combined with non-surgical periodontal therapy: A meta-analysis.,39248301,The impact of systemic and topical antimicrobial therapy combined with non-surgical periodontal therapy: A meta-analysis.,Review,4,Methods,T1,B2,Methods
Review::39248301::The impact of systemic and topical antimicrobial therapy combined with non-surgical periodontal therapy: A meta-analysis.,39248301,The impact of systemic and topical antimicrobial therapy combined with non-surgical periodontal therapy: A meta-analysis.,Review,5,Methods,T2,B2,Methods
Review::39248301::The impact of systemic and topical antimicrobial therapy combined with non-surgical periodontal therapy: A meta-analysis.,39248301,The impact of systemic and topical antimicrobial therapy combined with non-surgical periodontal therapy: A meta-analysis.,Review,6,Methods,T2,B3,Methods
Review::39248301::The impact of systemic and topical antimicrobial therapy combined with non-surgical periodontal therapy: A meta-analysis.,39248301,The impact of systemic and topical antimicrobial therapy combined with non-surgical periodontal therapy: A meta-analysis.,Review,7,Results,T2,B3,Methods
Review::39248301::The impact of systemic and topical antimicrobial therapy combined with non-surgical periodontal therapy: A meta-analysis.,39248301,The impact of systemic and topical antimicrobial therapy combined with non-surgical periodontal therapy: A meta-analysis.,Review,8,Results,T2,B4,Results
Review::39248301::The impact of systemic and topical antimicrobial therapy combined with non-surgical periodontal therapy: A meta-analysis.,39248301,The impact of systemic and topical antimicrobial therapy combined with non-surgical periodontal therapy: A meta-analysis.,Review,9,Results,T3,B4,Results
Review::39248301::The impact of systemic and topical antimicrobial therapy combined with non-surgical periodontal therapy: A meta-analysis.,39248301,The impact of systemic and topical antimicrobial therapy combined with non-surgical periodontal therapy: A meta-analysis.,Review,10,Results,T3,B4,Results
Review::39248301::The impact of systemic and topical antimicrobial therapy combined with non-surgical periodontal therapy: A meta-analysis.,39248301,The impact of systemic and topical antimicrobial therapy combined with non-surgical periodontal therapy: A meta-analysis.,Review,11,Conclusion,T3,B5,Results
Review::39248301::The impact of systemic and topical antimicrobial therapy combined with non-surgical periodontal therapy: A meta-analysis.,39248301,The impact of systemic and topical antimicrobial therapy combined with non-surgical periodontal therapy: A meta-analysis.,Review,12,Conclusion,T3,B5,Conclusion
Review::39248301::The impact of systemic and topical antimicrobial therapy combined with non-surgical periodontal therapy: A meta-analysis.,39248301,The impact of systemic and topical antimicrobial therapy combined with non-surgical periodontal therapy: A meta-analysis.,Review,13,Conclusion,T3,B5,Conclusion
Review::39343995::Periodontitis and Oral Health-Related Quality of Life: A Systematic Review and Meta-Analysis.,39343995,Periodontitis and Oral Health-Related Quality of Life: A Systematic Review and Meta-Analysis.,Review,1,Aim,T1,B1,Background
Review::39343995::Periodontitis and Oral Health-Related Quality of Life: A Systematic Review and Meta-Analysis.,39343995,Periodontitis and Oral Health-Related Quality of Life: A Systematic Review and Meta-Analysis.,Review,2,Methods,T1,B1,Aim
Review::39343995::Periodontitis and Oral Health-Related Quality of Life: A Systematic Review and Meta-Analysis.,39343995,Periodontitis and Oral Health-Related Quality of Life: A Systematic Review and Meta-Analysis.,Review,3,Methods,T1,B2,Methods
Review::39343995::Periodontitis and Oral Health-Related Quality of Life: A Systematic Review and Meta-Analysis.,39343995,Periodontitis and Oral Health-Related Quality of Life: A Systematic Review and Meta-Analysis.,Review,4,Methods,T1,B2,Methods
Review::39343995::Periodontitis and Oral Health-Related Quality of Life: A Systematic Review and Meta-Analysis.,39343995,Periodontitis and Oral Health-Related Quality of Life: A Systematic Review and Meta-Analysis.,Review,5,Methods,T2,B3,Methods
Review::39343995::Periodontitis and Oral Health-Related Quality of Life: A Systematic Review and Meta-Analysis.,39343995,Periodontitis and Oral Health-Related Quality of Life: A Systematic Review and Meta-Analysis.,Review,6,Results,T2,B3,Methods
Review::39343995::Periodontitis and Oral Health-Related Quality of Life: A Systematic Review and Meta-Analysis.,39343995,Periodontitis and Oral Health-Related Quality of Life: A Systematic Review and Meta-Analysis.,Review,7,Results,T2,B3,Results
Review::39343995::Periodontitis and Oral Health-Related Quality of Life: A Systematic Review and Meta-Analysis.,39343995,Periodontitis and Oral Health-Related Quality of Life: A Systematic Review and Meta-Analysis.,Review,8,Results,T2,B4,Results
Review::39343995::Periodontitis and Oral Health-Related Quality of Life: A Systematic Review and Meta-Analysis.,39343995,Periodontitis and Oral Health-Related Quality of Life: A Systematic Review and Meta-Analysis.,Review,9,Results,T3,B4,Results
Review::39343995::Periodontitis and Oral Health-Related Quality of Life: A Systematic Review and Meta-Analysis.,39343995,Periodontitis and Oral Health-Related Quality of Life: A Systematic Review and Meta-Analysis.,Review,10,Results,T3,B5,Results
Review::39343995::Periodontitis and Oral Health-Related Quality of Life: A Systematic Review and Meta-Analysis.,39343995,Periodontitis and Oral Health-Related Quality of Life: A Systematic Review and Meta-Analysis.,Review,11,Conclusion,T3,B5,Conclusion
Review::39343995::Periodontitis and Oral Health-Related Quality of Life: A Systematic Review and Meta-Analysis.,39343995,Periodontitis and Oral Health-Related Quality of Life: A Systematic Review and Meta-Analysis.,Review,12,Conclusion,T3,B5,Conclusion
"Review::39808292::Weighing up the potential of ""superfoods"" compounds of green tea or turmeric as adjuncts in comparison to established therapeutical approaches for periodontal disease.",39808292,"Weighing up the potential of ""superfoods"" compounds of green tea or turmeric as adjuncts in comparison to established therapeutical approaches for periodontal disease.",Review,1,Aim,T1,B1,Background
"Review::39808292::Weighing up the potential of ""superfoods"" compounds of green tea or turmeric as adjuncts in comparison to established therapeutical approaches for periodontal disease.",39808292,"Weighing up the potential of ""superfoods"" compounds of green tea or turmeric as adjuncts in comparison to established therapeutical approaches for periodontal disease.",Review,2,Methods,T1,B1,Aim
"Review::39808292::Weighing up the potential of ""superfoods"" compounds of green tea or turmeric as adjuncts in comparison to established therapeutical approaches for periodontal disease.",39808292,"Weighing up the potential of ""superfoods"" compounds of green tea or turmeric as adjuncts in comparison to established therapeutical approaches for periodontal disease.",Review,3,Methods,T1,B2,Methods
"Review::39808292::Weighing up the potential of ""superfoods"" compounds of green tea or turmeric as adjuncts in comparison to established therapeutical approaches for periodontal disease.",39808292,"Weighing up the potential of ""superfoods"" compounds of green tea or turmeric as adjuncts in comparison to established therapeutical approaches for periodontal disease.",Review,4,Results,T1,B2,Methods
"Review::39808292::Weighing up the potential of ""superfoods"" compounds of green tea or turmeric as adjuncts in comparison to established therapeutical approaches for periodontal disease.",39808292,"Weighing up the potential of ""superfoods"" compounds of green tea or turmeric as adjuncts in comparison to established therapeutical approaches for periodontal disease.",Review,5,Results,T2,B3,Methods
"Review::39808292::Weighing up the potential of ""superfoods"" compounds of green tea or turmeric as adjuncts in comparison to established therapeutical approaches for periodontal disease.",39808292,"Weighing up the potential of ""superfoods"" compounds of green tea or turmeric as adjuncts in comparison to established therapeutical approaches for periodontal disease.",Review,6,Results,T2,B3,Methods
"Review::39808292::Weighing up the potential of ""superfoods"" compounds of green tea or turmeric as adjuncts in comparison to established therapeutical approaches for periodontal disease.",39808292,"Weighing up the potential of ""superfoods"" compounds of green tea or turmeric as adjuncts in comparison to established therapeutical approaches for periodontal disease.",Review,7,Results,T2,B3,Results
